 -26  -80  5 
 -36  -80  10 
 -36  -60  10 
 -26  -60  5 

 -26  -80  5 
 -16  -80  10 
 -16  -60  10 
 -26  -60  5 

 -26  -80  5 
 -16  -80  5 
 -16  -60  5 
 -26  -60  5 

 -26  -80  5 
 -16  -80  0 
 -16  -60  0 
 -26  -60  5 

 -26  -80  5 
 -36  -80  0 
 -36  -60  0 
 -26  -60  5 

 -26  -80  5 
 -36  -80  10 
 -36  -60  10 
 -26  -60  5 

